# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDurationMaxMs,1693125694311000000,1693125754337000000,0.0
Indexes.stubs.lookupDuration90PMs,1693125694311000000,1693125754337000000,0.0
VFSFlusher.totalFlushes,1693125694311000000,1693125754337000000,7
Indexes.stubs.lookupDurationAvgMs,1693125694311000000,1693125754337000000,0.0
Indexes.entries.lookups,1693125694311000000,1693125754337000000,1.0
Indexes.entries.lookupDurationAvgMs,1693125694311000000,1693125754337000000,22.0
Indexes.allKeys.lookups,1693125694311000000,1693125754337000000,2.0
FilePageCache.pageHits,1693125694311000000,1693125754337000000,68
DirectByteBufferAllocator.misses,1693125694311000000,1693125754337000000,177
DirectByteBufferAllocator.hits,1693125694311000000,1693125754337000000,3
StorageLockContext.competingThreads.avg,1693125694311000000,1693125754337000000,0.036036036036036036
FilePageCache.capacityInBytes,1693125694311000000,1693125754337000000,524288000
FilePageCache.maxCacheSizeInBytes,1693125694311000000,1693125754337000000,175267840
FilePageCache.disposedBuffers,1693125694311000000,1693125754337000000,3
FilePageCache.totalPageLoadsUs,1693125694311000000,1693125754337000000,706711
StorageLockContext.competingThreads.90P,1693125694311000000,1693125754337000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1693125694311000000,1693125754337000000,73454
FilePageCache.uncachedFileAccess,1693125694311000000,1693125754337000000,81
FilePageCache.pageLoads,1693125694311000000,1693125754337000000,180
DirectByteBufferAllocator.disposed,1693125694311000000,1693125754337000000,0
DirectByteBufferAllocator.reclaimed,1693125694311000000,1693125754337000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1693125694311000000,1693125754337000000,24030
FilePageCache.maxRegisteredFiles,1693125694311000000,1693125754337000000,377
FilePageCache.totalPageDisposalsUs,1693125694311000000,1693125754337000000,476
StreamlinedBlobStorage.recordsRelocated,1693125694311000000,1693125754337000000,0
FilePageCache.pageFastCacheHits,1693125694311000000,1693125754337000000,9551
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1693125694311000000,1693125754337000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1693125694311000000,1693125754337000000,175267840
StreamlinedBlobStorage.recordsAllocated,1693125694311000000,1693125754337000000,1248
FilePageCache.pageLoadsAboveSizeThreshold,1693125694311000000,1693125754337000000,0
StreamlinedBlobStorage.recordsDeleted,1693125694311000000,1693125754337000000,211
StorageLockContext.competingThreads.max,1693125694311000000,1693125754337000000,1
FlushQueue.waitingTimeAvgNs,1693125694311000000,1693125754337000000,1.1899272571715482E8
FlushQueue.executionTime90PNs,1693125694311000000,1693125754337000000,264191
NonBlockingReadAction.failedExecutionTimeUs,1693125694311000000,1693125754337000000,985807
FlushQueue.queueSizeMax,1693125694311000000,1693125754337000000,1679
AWTEventQueue.dispatchTimeTotalNS,1693125694311000000,1693125754337000000,12456835094
NonBlockingReadAction.failedExecutionsCount,1693125694311000000,1693125754337000000,1
AWTEventQueue.dispatchTimeAvgNs,1693125694311000000,1693125754337000000,3585837.652474108
NonBlockingReadAction.finalizedExecutionsCount,1693125694311000000,1693125754337000000,21
AWTEventQueue.dispatchTimeMaxNs,1693125694311000000,1693125754337000000,2181038079
FlushQueue.waitingTimeMaxNs,1693125694311000000,1693125754337000000,2046820351
FlushQueue.executionTimeMaxNs,1693125694311000000,1693125754337000000,1669332991
FlushQueue.queueSize90P,1693125694311000000,1693125754337000000,1527
FlushQueue.executionTimeAvgNs,1693125694311000000,1693125754337000000,2463923.6362622036
FlushQueue.tasksExecuted,1693125694311000000,1693125754337000000,3585
FlushQueue.queueSizeAvg,1693125694311000000,1693125754337000000,613.639609483961
NonBlockingReadAction.finalizedExecutionTimeUs,1693125694311000000,1693125754337000000,3466518
FlushQueue.waitingTime90PNs,1693125694311000000,1693125754337000000,171966463
AWTEventQueue.dispatchTime90PNs,1693125694311000000,1693125754337000000,366591
AWTEventQueue.eventsDispatched,1693125694311000000,1693125754337000000,3476
jps.project.serializers.save.ms,1693125694311000000,1693125754337000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1693125694311000000,1693125754337000000,31
jps.global.initialize.library.bridges.ms,1693125694311000000,1693125754337000000,0
jps.facet.change.listener.before.change.events.ms,1693125694311000000,1693125754337000000,0
workspaceModel.save.cache.to.file.ms,1693125694311000000,1693125754337000000,3062
workspaceModel.global.apply.state.to.project.builder.ms,1693125694311000000,1693125754337000000,0
workspaceModel.global.updates.count,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.load.cache.from.file.ms,1693125694311000000,1693125754337000000,464
workspaceModel.moduleBridgeLoader.loading.modules.ms,1693125694311000000,1693125754337000000,611
workspaceModel.orphan.listener.update.ms,1693125694311000000,1693125754337000000,22
jps.global.handle.before.change.events.ms,1693125694311000000,1693125754337000000,0
jps.global.handle.changed.events.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.entities.ms,1693125694311000000,1693125754337000000,0
jps.save.global.entities.ms,1693125694311000000,1693125754337000000,0
jps.artifact.entities.serializer.load.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1693125694311000000,1693125754337000000,4
jps.facet.change.listener.process.change.events.ms,1693125694311000000,1693125754337000000,1
jps.app.storage.content.reader.load.component.ms,1693125694311000000,1693125754337000000,0
jps.global.get.library.by.name.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1693125694311000000,1693125754337000000,137
workspaceModel.global.apply.state.to.project.ms,1693125694311000000,1693125754337000000,119
jps.library.entities.serializer.save.entities.ms,1693125694311000000,1693125754337000000,0
jps.storage.jps.conf.reader.load.component.ms,1693125694311000000,1693125754337000000,4
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1693125694311000000,1693125754337000000,566
workspaceModel.mutableEntityStorage.add.entity.ms,1693125694311000000,1693125754337000000,272
jps.global.initialize.library.bridges.after.loading.ms,1693125694311000000,1693125754337000000,0
workspaceModel.global.updates.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1693125694311000000,1693125754337000000,0
jps.project.serializers.load.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleBridge.update.option.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1693125694311000000,1693125754337000000,244
workspaceModel.mutableEntityStorage.referrers.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleBridge.before.changed.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1693125694311000000,1693125754337000000,0
jps.load.project.to.empty.storage.ms,1693125694311000000,1693125754337000000,0
jps.reload.project.entities.ms,1693125694311000000,1693125754337000000,0
jps.global.get.libraries.ms,1693125694311000000,1693125754337000000,17
jps.load.initial.state.ms,1693125694311000000,1693125754337000000,15
jps.artifact.entities.serializer.save.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1693125694311000000,1693125754337000000,0
jps.facet.change.listener.init.bridge.ms,1693125694311000000,1693125754337000000,0
jps.apply.loaded.storage.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1693125694311000000,1693125754337000000,3
workspaceModel.mutableEntityStorage.entities.by.source.ms,1693125694311000000,1693125754337000000,14
workspaceModel.sync.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1693125694311000000,1693125754337000000,0
jps.global.get.library.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1693125694311000000,1693125754337000000,3
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1693125694311000000,1693125754337000000,2
jps.library.entities.serializer.load.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1693125694311000000,1693125754337000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1693125694311000000,1693125754337000000,0
jps.save.changed.project.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.to.snapshot.ms,1693125694311000000,1693125754337000000,0
workspaceModel.replace.project.model.ms,1693125694311000000,1693125754337000000,5
workspaceModel.update.unloaded.entities.ms,1693125694311000000,1693125754337000000,0
workspaceModel.check.recursive.update.ms,1693125694311000000,1693125754337000000,1
workspaceModel.initializing.ms,1693125694311000000,1693125754337000000,4
workspaceModel.pre.handlers.ms,1693125694311000000,1693125754337000000,0
workspaceModel.updates.precise.ms,1693125694311000000,1693125754337000000,59
workspaceModel.init.bridges.ms,1693125694311000000,1693125754337000000,4
workspaceModel.loading.from.cache.ms,1693125694311000000,1693125754337000000,465
workspaceModel.loading.total.ms,1693125694311000000,1693125754337000000,634
workspaceModel.updates.ms,1693125694311000000,1693125754337000000,188
workspaceModel.collect.changes.ms,1693125694311000000,1693125754337000000,0
workspaceModel.updates.count,1693125694311000000,1693125754337000000,4
FileNameCache.queries,1693125754337000000,1693125760315000000,119032
FileNameCache.totalMisses,1693125754337000000,1693125760315000000,0
FileNameCache.fastMisses,1693125754337000000,1693125760315000000,23
Indexes.allKeys.lookupDurationMaxMs,1693125754337000000,1693125760315000000,0.0
Indexes.allKeys.lookupDuration90PMs,1693125754337000000,1693125760315000000,0.0
Indexes.entries.lookupDuration90PMs,1693125754337000000,1693125760315000000,0.0
Indexes.entries.lookupDurationMaxMs,1693125754337000000,1693125760315000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1693125754337000000,1693125760315000000,0.0
Indexes.stubs.lookups,1693125754337000000,1693125760315000000,0.0
Indexes.stubs.lookupDurationMaxMs,1693125754337000000,1693125760315000000,0.0
Indexes.stubs.lookupDuration90PMs,1693125754337000000,1693125760315000000,0.0
Indexes.stubs.lookupDurationAvgMs,1693125754337000000,1693125760315000000,0.0
Indexes.entries.lookups,1693125754337000000,1693125760315000000,0.0
Indexes.entries.lookupDurationAvgMs,1693125754337000000,1693125760315000000,0.0
Indexes.allKeys.lookups,1693125754337000000,1693125760315000000,0.0
FilePageCache.pageHits,1693125754337000000,1693125760315000000,13
DirectByteBufferAllocator.misses,1693125754337000000,1693125760315000000,0
DirectByteBufferAllocator.hits,1693125754337000000,1693125760315000000,0
StorageLockContext.competingThreads.avg,1693125754337000000,1693125760315000000,0.0
FilePageCache.capacityInBytes,1693125754337000000,1693125760315000000,524288000
FilePageCache.maxCacheSizeInBytes,1693125754337000000,1693125760315000000,175267840
FilePageCache.disposedBuffers,1693125754337000000,1693125760315000000,177
FilePageCache.totalPageLoadsUs,1693125754337000000,1693125760315000000,0
StorageLockContext.competingThreads.90P,1693125754337000000,1693125760315000000,0
FilePageCache.uncachedFileAccess,1693125754337000000,1693125760315000000,0
FilePageCache.pageLoads,1693125754337000000,1693125760315000000,0
DirectByteBufferAllocator.disposed,1693125754337000000,1693125760315000000,117
DirectByteBufferAllocator.reclaimed,1693125754337000000,1693125760315000000,60
FilePageCache.maxRegisteredFiles,1693125754337000000,1693125760315000000,377
FilePageCache.totalPageDisposalsUs,1693125754337000000,1693125760315000000,0
FilePageCache.pageFastCacheHits,1693125754337000000,1693125760315000000,163
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1693125754337000000,1693125760315000000,52584448
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1693125754337000000,1693125760315000000,52584448
FilePageCache.pageLoadsAboveSizeThreshold,1693125754337000000,1693125760315000000,0
StorageLockContext.competingThreads.max,1693125754337000000,1693125760315000000,0
NonBlockingReadAction.failedExecutionTimeUs,1693125754337000000,1693125760315000000,0
AWTEventQueue.dispatchTimeTotalNS,1693125754337000000,1693125760315000000,1298199407
NonBlockingReadAction.failedExecutionsCount,1693125754337000000,1693125760315000000,0
NonBlockingReadAction.finalizedExecutionsCount,1693125754337000000,1693125760315000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1693125754337000000,1693125760315000000,0
jps.project.serializers.save.ms,1693125754337000000,1693125760315000000,7
workspaceModel.delayed.project.synchronizer.sync.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1693125754337000000,1693125760315000000,31
jps.global.initialize.library.bridges.ms,1693125754337000000,1693125760315000000,0
jps.facet.change.listener.before.change.events.ms,1693125754337000000,1693125760315000000,0
workspaceModel.save.cache.to.file.ms,1693125754337000000,1693125760315000000,3062
workspaceModel.global.apply.state.to.project.builder.ms,1693125754337000000,1693125760315000000,0
workspaceModel.global.updates.count,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1693125754337000000,1693125760315000000,0
workspaceModel.load.cache.from.file.ms,1693125754337000000,1693125760315000000,464
workspaceModel.moduleBridgeLoader.loading.modules.ms,1693125754337000000,1693125760315000000,611
workspaceModel.orphan.listener.update.ms,1693125754337000000,1693125760315000000,22
jps.global.handle.before.change.events.ms,1693125754337000000,1693125760315000000,0
jps.global.handle.changed.events.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.entities.ms,1693125754337000000,1693125760315000000,0
jps.save.global.entities.ms,1693125754337000000,1693125760315000000,0
jps.artifact.entities.serializer.load.entities.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1693125754337000000,1693125760315000000,4
jps.facet.change.listener.process.change.events.ms,1693125754337000000,1693125760315000000,1
jps.app.storage.content.reader.load.component.ms,1693125754337000000,1693125760315000000,0
jps.global.get.library.by.name.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1693125754337000000,1693125760315000000,137
workspaceModel.global.apply.state.to.project.ms,1693125754337000000,1693125760315000000,119
jps.library.entities.serializer.save.entities.ms,1693125754337000000,1693125760315000000,0
jps.storage.jps.conf.reader.load.component.ms,1693125754337000000,1693125760315000000,4
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1693125754337000000,1693125760315000000,566
workspaceModel.mutableEntityStorage.add.entity.ms,1693125754337000000,1693125760315000000,272
jps.global.initialize.library.bridges.after.loading.ms,1693125754337000000,1693125760315000000,0
workspaceModel.global.updates.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1693125754337000000,1693125760315000000,0
jps.project.serializers.load.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleBridge.update.option.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1693125754337000000,1693125760315000000,244
workspaceModel.mutableEntityStorage.referrers.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleBridge.before.changed.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1693125754337000000,1693125760315000000,0
jps.load.project.to.empty.storage.ms,1693125754337000000,1693125760315000000,0
jps.reload.project.entities.ms,1693125754337000000,1693125760315000000,0
jps.global.get.libraries.ms,1693125754337000000,1693125760315000000,17
jps.load.initial.state.ms,1693125754337000000,1693125760315000000,15
jps.artifact.entities.serializer.save.entities.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1693125754337000000,1693125760315000000,0
jps.facet.change.listener.init.bridge.ms,1693125754337000000,1693125760315000000,0
jps.apply.loaded.storage.ms,1693125754337000000,1693125760315000000,0
jps.app.storage.content.writer.save.component.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1693125754337000000,1693125760315000000,3
workspaceModel.mutableEntityStorage.entities.by.source.ms,1693125754337000000,1693125760315000000,14
workspaceModel.sync.entities.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1693125754337000000,1693125760315000000,0
jps.global.get.library.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1693125754337000000,1693125760315000000,3
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1693125754337000000,1693125760315000000,2
jps.library.entities.serializer.load.entities.ms,1693125754337000000,1693125760315000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1693125754337000000,1693125760315000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1693125754337000000,1693125760315000000,0
jps.save.changed.project.entities.ms,1693125754337000000,1693125760315000000,7
workspaceModel.to.snapshot.ms,1693125754337000000,1693125760315000000,0
workspaceModel.replace.project.model.ms,1693125754337000000,1693125760315000000,5
workspaceModel.update.unloaded.entities.ms,1693125754337000000,1693125760315000000,0
workspaceModel.check.recursive.update.ms,1693125754337000000,1693125760315000000,1
workspaceModel.initializing.ms,1693125754337000000,1693125760315000000,4
workspaceModel.pre.handlers.ms,1693125754337000000,1693125760315000000,0
workspaceModel.updates.precise.ms,1693125754337000000,1693125760315000000,59
workspaceModel.init.bridges.ms,1693125754337000000,1693125760315000000,4
workspaceModel.loading.from.cache.ms,1693125754337000000,1693125760315000000,465
workspaceModel.loading.total.ms,1693125754337000000,1693125760315000000,634
workspaceModel.updates.ms,1693125754337000000,1693125760315000000,188
workspaceModel.collect.changes.ms,1693125754337000000,1693125760315000000,0
workspaceModel.updates.count,1693125754337000000,1693125760315000000,4
