# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.to.snapshot.ms,1695709667041000000,1695709722965000000,2
jps.global.get.libraries.ms,1695709667041000000,1695709722965000000,1
jps.load.project.to.empty.storage.ms,1695709667041000000,1695709722965000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1695709667041000000,1695709722965000000,6
jps.save.changed.project.entities.ms,1695709667041000000,1695709722965000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1695709667041000000,1695709722965000000,0
FileNameCache.totalMisses,1695709667041000000,1695709722965000000,1840
FileNameCache.queries,1695709667041000000,1695709722965000000,11048512
FileNameCache.fastMisses,1695709667041000000,1695709722965000000,30176
NonBlockingReadAction.failedExecutionsCount,1695709667041000000,1695709722965000000,1
NonBlockingReadAction.finalizedExecutionTimeUs,1695709667041000000,1695709722965000000,3812075
NonBlockingReadAction.finalizedExecutionsCount,1695709667041000000,1695709722965000000,1272
NonBlockingReadAction.failedExecutionTimeUs,1695709667041000000,1695709722965000000,1301766
AWTEventQueue.dispatchTimeTotalNS,1695709667041000000,1695709722965000000,16994486936
Indexes.allKeys.lookupDurationMaxMs,1695709667041000000,1695709722965000000,0.0
Indexes.allKeys.lookups,1695709667041000000,1695709722965000000,2.0
Indexes.entries.lookupDuration90PMs,1695709667041000000,1695709722965000000,48.0
Indexes.stubs.lookups,1695709667041000000,1695709722965000000,0.0
Indexes.stubs.lookupDuration90PMs,1695709667041000000,1695709722965000000,0.0
Indexes.entries.lookupDurationAvgMs,1695709667041000000,1695709722965000000,48.0
Indexes.allKeys.lookupDurationAvgMs,1695709667041000000,1695709722965000000,0.0
Indexes.entries.lookups,1695709667041000000,1695709722965000000,1.0
Indexes.allKeys.lookupDuration90PMs,1695709667041000000,1695709722965000000,0.0
Indexes.entries.lookupDurationMaxMs,1695709667041000000,1695709722965000000,48.0
Indexes.stubs.lookupDurationMaxMs,1695709667041000000,1695709722965000000,0.0
Indexes.stubs.lookupDurationAvgMs,1695709667041000000,1695709722965000000,0.0
FilePageCache.totalPageDisposalsUs,1695709667041000000,1695709722965000000,975
FilePageCache.pageFastCacheHits,1695709667041000000,1695709722965000000,33033
StorageLockContext.competingThreads.avg,1695709667041000000,1695709722965000000,0.0196078431372549
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1695709667041000000,1695709722965000000,52756480
FilePageCache.capacityInBytes,1695709667041000000,1695709722965000000,524288000
StorageLockContext.competingThreads.90P,1695709667041000000,1695709722965000000,0
FilePageCache.totalPageLoadsUs,1695709667041000000,1695709722965000000,1670938
FilePageCache.pageHits,1695709667041000000,1695709722965000000,1012
StorageLockContext.competingThreads.max,1695709667041000000,1695709722965000000,2
DirectByteBufferAllocator.reclaimed,1695709667041000000,1695709722965000000,84
DirectByteBufferAllocator.hits,1695709667041000000,1695709722965000000,3
FilePageCache.uncachedFileAccess,1695709667041000000,1695709722965000000,80
DirectByteBufferAllocator.misses,1695709667041000000,1695709722965000000,394
FilePageCache.pageLoadsAboveSizeThreshold,1695709667041000000,1695709722965000000,0
FilePageCache.maxCacheSizeInBytes,1695709667041000000,1695709722965000000,183287808
FilePageCache.maxRegisteredFiles,1695709667041000000,1695709722965000000,374
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1695709667041000000,1695709722965000000,52756480
DirectByteBufferAllocator.disposed,1695709667041000000,1695709722965000000,313
FilePageCache.pageLoads,1695709667041000000,1695709722965000000,397
FilePageCache.disposedBuffers,1695709667041000000,1695709722965000000,397
workspaceModel.replace.project.model.ms,1695709667041000000,1695709722965000000,13
workspaceModel.updates.count,1695709667041000000,1695709722965000000,3
workspaceModel.collect.changes.ms,1695709667041000000,1695709722965000000,0
workspaceModel.updates.precise.ms,1695709667041000000,1695709722965000000,43
workspaceModel.init.bridges.ms,1695709667041000000,1695709722965000000,3
workspaceModel.loading.from.cache.ms,1695709667041000000,1695709722965000000,318
workspaceModel.update.unloaded.entities.ms,1695709667041000000,1695709722965000000,0
workspaceModel.pre.handlers.ms,1695709667041000000,1695709722965000000,1
workspaceModel.to.snapshot.ms,1695709667041000000,1695709722965000000,0
workspaceModel.check.recursive.update.ms,1695709667041000000,1695709722965000000,3
workspaceModel.updates.ms,1695709667041000000,1695709722965000000,147
workspaceModel.initializing.ms,1695709667041000000,1695709722965000000,3
workspaceModel.loading.total.ms,1695709667041000000,1695709722965000000,387
