# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.app.storage.content.writer.save.component.ms,1693126767592000000,1693126819925000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1693126767592000000,1693126819925000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1693126767592000000,1693126819925000000,8
workspaceModel.global.updates.count,1693126767592000000,1693126819925000000,0
workspaceModel.global.updates.ms,1693126767592000000,1693126819925000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1693126767592000000,1693126819925000000,283
jps.save.global.entities.ms,1693126767592000000,1693126819925000000,0
jps.storage.jps.conf.reader.load.component.ms,1693126767592000000,1693126819925000000,3
jps.facet.change.listener.before.change.events.ms,1693126767592000000,1693126819925000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1693126767592000000,1693126819925000000,0
jps.library.entities.serializer.save.entities.ms,1693126767592000000,1693126819925000000,0
jps.global.get.libraries.ms,1693126767592000000,1693126819925000000,0
workspaceModel.moduleBridge.update.option.ms,1693126767592000000,1693126819925000000,0
DirectByteBufferAllocator.disposed,1693126767592000000,1693126819925000000,117
FilePageCache.disposedBuffers,1693126767592000000,1693126819925000000,180
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1693126767592000000,1693126819925000000,52584448
DirectByteBufferAllocator.reclaimed,1693126767592000000,1693126819925000000,63
FilePageCache.maxRegisteredFiles,1693126767592000000,1693126819925000000,377
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1693126767592000000,1693126819925000000,52584448
FilePageCache.totalPageDisposalsUs,1693126767592000000,1693126819925000000,407
FilePageCache.pageHits,1693126767592000000,1693126819925000000,74
StorageLockContext.competingThreads.max,1693126767592000000,1693126819925000000,0
FilePageCache.capacityInBytes,1693126767592000000,1693126819925000000,524288000
StorageLockContext.competingThreads.90P,1693126767592000000,1693126819925000000,0
FilePageCache.uncachedFileAccess,1693126767592000000,1693126819925000000,81
StorageLockContext.competingThreads.avg,1693126767592000000,1693126819925000000,0.0
FilePageCache.maxCacheSizeInBytes,1693126767592000000,1693126819925000000,175267840
DirectByteBufferAllocator.misses,1693126767592000000,1693126819925000000,177
FilePageCache.pageLoads,1693126767592000000,1693126819925000000,180
FilePageCache.totalPageLoadsUs,1693126767592000000,1693126819925000000,1159563
FilePageCache.pageFastCacheHits,1693126767592000000,1693126819925000000,9723
FilePageCache.pageLoadsAboveSizeThreshold,1693126767592000000,1693126819925000000,0
DirectByteBufferAllocator.hits,1693126767592000000,1693126819925000000,3
workspaceModel.replace.project.model.ms,1693126767592000000,1693126819925000000,4
workspaceModel.updates.ms,1693126767592000000,1693126819925000000,243
workspaceModel.init.bridges.ms,1693126767592000000,1693126819925000000,1
workspaceModel.loading.total.ms,1693126767592000000,1693126819925000000,526
workspaceModel.check.recursive.update.ms,1693126767592000000,1693126819925000000,1
workspaceModel.initializing.ms,1693126767592000000,1693126819925000000,1
workspaceModel.updates.count,1693126767592000000,1693126819925000000,4
workspaceModel.to.snapshot.ms,1693126767592000000,1693126819925000000,0
workspaceModel.collect.changes.ms,1693126767592000000,1693126819925000000,0
workspaceModel.pre.handlers.ms,1693126767592000000,1693126819925000000,1
workspaceModel.updates.precise.ms,1693126767592000000,1693126819925000000,121
workspaceModel.loading.from.cache.ms,1693126767592000000,1693126819925000000,418
workspaceModel.update.unloaded.entities.ms,1693126767592000000,1693126819925000000,0
FileNameCache.fastMisses,1693126767592000000,1693126819925000000,7226
FileNameCache.queries,1693126767592000000,1693126819925000000,433272
FileNameCache.totalMisses,1693126767592000000,1693126819925000000,1418
