# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.get.library.by.name.ms,1696142025438000000,1696142068051000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1696142025438000000,1696142068051000000,13
workspaceModel.mutableEntityStorage.collect.changes.ms,1696142025438000000,1696142068051000000,0
workspaceModel.global.updates.ms,1696142025438000000,1696142068051000000,0
jps.global.initialize.library.bridges.after.loading.ms,1696142025438000000,1696142068051000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1696142025438000000,1696142068051000000,0
jps.save.changed.project.entities.ms,1696142025438000000,1696142068051000000,1
jps.project.serializers.save.ms,1696142025438000000,1696142068051000000,1
workspaceModel.orphan.listener.update.ms,1696142025438000000,1696142068051000000,11
workspaceModel.mutableEntityStorage.add.entity.ms,1696142025438000000,1696142068051000000,92
workspaceModel.mutableEntityStorage.entities.ms,1696142025438000000,1696142068051000000,2
jps.storage.jps.conf.reader.load.component.ms,1696142025438000000,1696142068051000000,4
workspaceModel.load.cache.from.file.ms,1696142025438000000,1696142068051000000,270
jps.artifact.entities.serializer.save.entities.ms,1696142025438000000,1696142068051000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1696142025438000000,1696142068051000000,93
jps.app.storage.content.writer.save.component.ms,1696142025438000000,1696142068051000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1696142025438000000,1696142068051000000,0
workspaceModel.save.cache.to.file.ms,1696142025438000000,1696142068051000000,848
jps.facet.change.listener.before.change.events.ms,1696142025438000000,1696142068051000000,1
jps.facet.change.listener.init.bridge.ms,1696142025438000000,1696142068051000000,0
jps.apply.loaded.storage.ms,1696142025438000000,1696142068051000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1696142025438000000,1696142068051000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1696142025438000000,1696142068051000000,0
jps.artifact.entities.serializer.load.entities.ms,1696142025438000000,1696142068051000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1696142025438000000,1696142068051000000,0
jps.library.entities.serializer.load.entities.ms,1696142025438000000,1696142068051000000,0
jps.library.entities.serializer.save.entities.ms,1696142025438000000,1696142068051000000,0
jps.global.handle.changed.events.ms,1696142025438000000,1696142068051000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1696142025438000000,1696142068051000000,0
jps.facet.change.listener.process.change.events.ms,1696142025438000000,1696142068051000000,2
workspaceModel.moduleBridgeLoader.loading.modules.ms,1696142025438000000,1696142068051000000,337
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1696142025438000000,1696142068051000000,0
jps.reload.project.entities.ms,1696142025438000000,1696142068051000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1696142025438000000,1696142068051000000,0
workspaceModel.global.updates.count,1696142025438000000,1696142068051000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1696142025438000000,1696142068051000000,0
jps.global.handle.before.change.events.ms,1696142025438000000,1696142068051000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1696142025438000000,1696142068051000000,0
Indexes.stubs.lookupDuration90PMs,1696142025438000000,1696142068051000000,0.0
Indexes.stubs.lookupDurationAvgMs,1696142025438000000,1696142068051000000,0.0
Indexes.entries.lookups,1696142025438000000,1696142068051000000,1.0
Indexes.entries.lookupDuration90PMs,1696142025438000000,1696142068051000000,17.0
Indexes.entries.lookupDurationMaxMs,1696142025438000000,1696142068051000000,17.0
Indexes.stubs.lookupDurationMaxMs,1696142025438000000,1696142068051000000,0.0
Indexes.allKeys.lookups,1696142025438000000,1696142068051000000,1.0
Indexes.entries.lookupDurationAvgMs,1696142025438000000,1696142068051000000,17.0
Indexes.allKeys.lookupDuration90PMs,1696142025438000000,1696142068051000000,3.0
Indexes.allKeys.lookupDurationAvgMs,1696142025438000000,1696142068051000000,3.0
Indexes.stubs.lookups,1696142025438000000,1696142068051000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1696142025438000000,1696142068051000000,3.0
NonBlockingReadAction.finalizedExecutionsCount,1696142025438000000,1696142068051000000,1398
AWTEventQueue.dispatchTimeTotalNS,1696142025438000000,1696142068051000000,12707550898
NonBlockingReadAction.failedExecutionTimeUs,1696142025438000000,1696142068051000000,1096439
NonBlockingReadAction.finalizedExecutionTimeUs,1696142025438000000,1696142068051000000,3760047
NonBlockingReadAction.failedExecutionsCount,1696142025438000000,1696142068051000000,2
StorageLockContext.competingThreads.max,1696142025438000000,1696142068051000000,2
FilePageCache.capacityInBytes,1696142025438000000,1696142068051000000,524288000
DirectByteBufferAllocator.misses,1696142025438000000,1696142068051000000,436
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1696142025438000000,1696142068051000000,52756480
StorageLockContext.competingThreads.avg,1696142025438000000,1696142068051000000,0.03896103896103896
FilePageCache.disposedBuffers,1696142025438000000,1696142068051000000,439
FilePageCache.pageLoads,1696142025438000000,1696142068051000000,439
FilePageCache.maxRegisteredFiles,1696142025438000000,1696142068051000000,374
FilePageCache.pageHits,1696142025438000000,1696142068051000000,1124
DirectByteBufferAllocator.disposed,1696142025438000000,1696142068051000000,355
DirectByteBufferAllocator.hits,1696142025438000000,1696142068051000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1696142025438000000,1696142068051000000,52756480
StorageLockContext.competingThreads.90P,1696142025438000000,1696142068051000000,0
FilePageCache.totalPageDisposalsUs,1696142025438000000,1696142068051000000,12769
DirectByteBufferAllocator.reclaimed,1696142025438000000,1696142068051000000,84
FilePageCache.pageFastCacheHits,1696142025438000000,1696142068051000000,113471
FilePageCache.totalPageLoadsUs,1696142025438000000,1696142068051000000,1013903
FilePageCache.pageLoadsAboveSizeThreshold,1696142025438000000,1696142068051000000,0
FilePageCache.uncachedFileAccess,1696142025438000000,1696142068051000000,80
FilePageCache.maxCacheSizeInBytes,1696142025438000000,1696142068051000000,179470336
FileNameCache.totalMisses,1696142025438000000,1696142068051000000,1840
FileNameCache.fastMisses,1696142025438000000,1696142068051000000,32814
FileNameCache.queries,1696142025438000000,1696142068051000000,11462109
workspaceModel.check.recursive.update.ms,1696142025438000000,1696142068051000000,2
workspaceModel.initializing.ms,1696142025438000000,1696142068051000000,2
workspaceModel.loading.total.ms,1696142025438000000,1696142068051000000,347
workspaceModel.init.bridges.ms,1696142025438000000,1696142068051000000,2
workspaceModel.updates.ms,1696142025438000000,1696142068051000000,166
workspaceModel.to.snapshot.ms,1696142025438000000,1696142068051000000,0
workspaceModel.updates.precise.ms,1696142025438000000,1696142068051000000,41
workspaceModel.loading.from.cache.ms,1696142025438000000,1696142068051000000,280
workspaceModel.replace.project.model.ms,1696142025438000000,1696142068051000000,16
workspaceModel.collect.changes.ms,1696142025438000000,1696142068051000000,0
workspaceModel.update.unloaded.entities.ms,1696142025438000000,1696142068051000000,0
workspaceModel.updates.count,1696142025438000000,1696142068051000000,3
workspaceModel.pre.handlers.ms,1696142025438000000,1696142068051000000,0
